sasdate,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,NAPMPI,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,NAPMEI,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,NAPM,NAPMNOI,NAPMSDI,NAPMII,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,AMBSL,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,S&P 500,S&P: indust,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXMMTH,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,PPIFGS,PPIFCG,PPIITM,PPICRM,OILPRICEx,PPICMM,NAPMPRI,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUUR0000SAD,CUSR0000SAS,CPIULFSL,CUUR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,UMCSENTx,MZMSL,DTCOLNVHFNM,DTCTHFNM,INVEST,VXOCLSx
1/1/1991,7212.9,6290.5,56.779,636666.032,156090.4599,63.1424,69.9245,68.1196,79.5694,60.7301,88.2854,42.8794,55.3951,34.0519,97.3682,61.5479,77.5082,69.2482,38.9,78.5849,67,0.008359326,125955,117940,6.4,12.2,3470,2630,1866,998,868,443442.8341,109040,23061,679.9,4972,17330,10443,6887,85979,22518,5222.7,13069.8,6612,18474,39.8,3.7,40.2,37.3,798,76,138,345,239,786,92,180,297,217,39.2,38.1,44.4,39.6,,111052.215,38414.38498,485501.8745,823760.4209,1.632317881,827.2,3288.4,2441.3,306.308,50.933,50399,636.1129,846.6214,567.8857,0.11411118,325.49,382.78,3.719530554,14.59946647,6.91,7.1,6.22,6.28,6.64,7.7,8.09,9.04,10.45,0.19,-0.69,-0.63,-0.27,0.79,1.18,2.13,3.54,85.0127,1.2714,133.6986,1.9346,1.156,122.6,122,116.9,113.3,24.959,130.1,51.6,134.7,126.9,125.5,171,126.3,115,143.7,134.6,132.1,132.6,68.996,127.178,72.718,59.811,11.66,13.68,10.97,66.8,2266.9,73174,186980.38,624.1142,26.9318
2/1/1991,7219.8,6290.4,57.138,640434.168,158644.7127,62.713,69.3408,67.5284,78.8267,59.3793,87.8328,42.6067,55.1269,33.8475,96.9442,61.1499,74.5406,71.3854,39.1,77.9729,64,0.007743497,126020,117755,6.6,12.7,3585,2729,1955,1051,904,484703.0702,108735,22900,680.3,4929,17211,10347,6864,85835,22422,5212.3,12995.6,6600,18482,39.8,3.6,40.1,35.6,965,85,266,386,228,853,96,196,341,220,39.4,39.2,44.7,39.9,,111645.6899,38197.61793,486709.3794,821734.1657,1.632317881,832.6,3304.8,2451.6,309.768,48.514,48262,635.9513,851.7624,564.7423,0.113329246,362.26,427.94,3.343813835,16.3824791,6.25,6.49,5.94,5.93,6.27,7.47,7.85,8.83,10.07,0.24,-0.31,-0.32,0.02,1.22,1.6,2.58,3.82,83.7732,1.2685,130.5358,1.9641,1.1549,121.8,120.8,115.9,104.1,20.523,127.7,44.5,134.8,127.3,123.9,172.1,125.9,115.5,144.4,134.7,132.2,132.6,69.021,127.831,72.301,59.932,11.65,13.63,10.97,70.4,2291.8,70980,186627.73,628.3442,22.1126
3/1/1991,7230.8,6293.7,57.812,636731.575,159543.8346,62.3674,69.1084,67.5197,78.8863,59.6974,87.7787,42.5783,54.6721,33.4441,95.857,60.711,76.0132,71.911,41.2,77.316,63,0.007337526,126238,117652,6.8,12.9,3539,2930,2137,1186,951,499722.6529,108577,22779,679.9,4881,17140,10291,6849,85798,22368,5200.5,12964.1,6602,18488,39.7,3.6,40,33.6,921,110,224,397,190,911,103,203,353,252,40.7,42.4,43.9,43.6,,104938.7659,36038.1053,485518.089,813590.1783,1.632317881,838.7,3322.2,2464.5,312.609,48.563,48322,635.2916,857.3392,561.5111,0.112491205,372.28,441.87,3.255614054,16.95290657,6.12,6.41,5.91,5.92,6.4,7.77,8.11,8.93,10.09,0.29,-0.21,-0.2,0.28,1.65,1.99,2.81,3.97,88.176,1.3918,137.3867,1.8214,1.1572,121.3,120.2,114.7,100.5,19.86,126.2,41.2,134.8,127,122.7,173.2,125.5,115.5,144.7,134.7,132.2,132.6,69.032,127.78,72.018,60.051,11.66,13.59,11,87.7,2316.6,69684,186689.31,640.3775,19.041
4/1/1991,7256,6305.8,57.625,649277.955,161164.7429,62.5098,69.1305,67.3863,78.9341,61.0168,87.2361,42.472,54.9342,33.8089,96.3622,60.9184,75.6701,70.4281,44.5,77.487,63,0.00746534,126548,118109,6.7,13.5,3400,2801,2206,1227,979,468182.0785,108366,22687,675,4842,17093,10269,6824,85679,22296,5191.7,12906.1,6583,18485,39.8,3.5,40.1,35.8,1001,96,244,403,258,916,108,208,364,236,42.8,46.1,45,39.6,,109419.4538,32759.79497,481860.2838,811447.0238,1.590993378,843.1,3332.5,2466.7,313.545,50.291,50060,631.3118,860.6258,559.0751,0.111418371,379.68,450.17,3.194795617,17.38708715,5.91,6.07,5.65,5.71,6.24,7.7,8.04,8.86,9.94,0.16,-0.26,-0.2,0.33,1.79,2.13,2.95,4.03,89.8699,1.4399,137.1127,1.7497,1.1535,121.3,120.2,114.2,100.2,20.823,125.3,38.8,135.1,127.5,122.5,174.3,126,115.5,144.9,134.9,132.6,132.9,69.154,128.027,72.25,60.118,11.72,13.69,11.05,81.8,2338.8,69901,187414.38,643.7883,18.9272
5/1/1991,7255.3,6302.2,57.769,654603.557,161221.7806,63.1192,69.8839,68.2048,80.3151,62.1235,88.749,42.7868,55.389,33.8606,97.3024,61.3427,78.934,72.0295,46.9,77.9341,61,0.006982601,126176,117440,6.9,12.9,3621,2864,2252,1208,1044,445241.5119,108241,22618,670.3,4800,17070,10249,6821,85623,22262,5186.4,12879.8,6566,18498,39.8,3.6,40.2,37.4,996,117,217,367,295,991,107,218,391,275,44.5,48.9,46,37.3,,112228.8189,32043.0652,479728.5511,807462.7046,1.570331126,848.8,3343.1,2465.4,315.559,49.06,48757,627.794,862.4166,556.9011,0.110537921,377.99,450.05,3.211725178,17.40626047,5.78,5.92,5.46,5.61,6.13,7.7,8.07,8.86,9.86,0.14,-0.32,-0.17,0.35,1.92,2.29,3.08,4.08,90.4827,1.4574,138.2218,1.7238,1.1499,121.6,120.4,114.1,100.9,21.24,121.5,38.2,135.6,128,123.2,175.2,126.4,115.9,145.4,135.4,133.1,133.3,69.44,128.083,72.527,60.418,11.73,13.63,11.09,78.3,2361.5,68937,188510.77,649.0153,17.1804
6/1/1991,7293.3,6337.4,57.776,651671.921,161570.2292,63.7113,70.6839,69.0386,81.4531,63.7629,89.6504,43.288,55.7613,34.4756,97.2913,61.9904,81.9441,72.5809,53.7,78.6628,64,0.007363093,126331,117639,6.9,13.7,3428,2862,2533,1424,1109,428784.0113,108338,22571,666.6,4782,17044,10213,6831,85767,22250,5184,12879.5,6559,18561,40.1,3.8,40.5,43,1036,136,246,407,247,964,109,218,378,259,50.3,58.4,47.1,37.1,,108612.4786,31861.26058,475184.6699,805007.8185,1.570331126,856.7,3352,2464.7,316.904,50.408,50068,626.3533,865.8738,553.7482,0.109155963,378.29,450.87,3.211821618,17.54387519,5.9,6.11,5.57,5.75,6.36,7.94,8.28,9.01,9.96,0.21,-0.33,-0.15,0.46,2.04,2.38,3.11,4.06,92.2858,1.5297,139.7475,1.6497,1.1439,121.4,120.1,113.9,99.2,20.195,114.9,39.6,136,127.9,123.4,176.4,126.7,116,145.9,135.7,133.3,133.6,69.557,127.641,72.617,60.591,11.76,13.62,11.13,82.1,2382,69589,188611.2,658.4463,17.575
7/1/1991,7276.5,6321.8,58.053,660177.998,162101.1985,63.7413,70.3538,68.7544,80.9975,64.7435,88.515,43.3924,56.1593,34.8086,98.4688,62.185,78.8925,72.1336,57.2,78.8135,61,0.007104589,126154,117568,6.8,13.8,3422,2803,2388,1280,1108,419134.1981,108298,22507,661.2,4752,17015,10195,6820,85791,22253,5180.8,12871.9,6547,18598,40.1,4,40.5,41.3,1063,106,240,439,278,973,111,225,391,246,50.6,55.6,49.6,39.1,,123688.2442,42600.55302,482299.0296,804023.9157,1.56,861.6,3355.9,2464,319.196,50.671,50064,623.2375,864.4981,550.3073,0.108556862,380.23,453.38,3.206822187,17.80811541,5.82,6.05,5.58,5.7,6.31,7.91,8.27,9,9.89,0.23,-0.24,-0.12,0.49,2.09,2.45,3.18,4.07,92.0878,1.5481,137.83,1.6513,1.1493,121.1,119.6,113.6,99.4,21.42,114.5,38.4,136.2,128.7,123.3,177.4,126.6,116.3,146.5,136.1,133.3,133.8,69.667,128.438,72.345,60.766,11.79,13.63,11.17,82.9,2396,69660,189495.04,667.6404,17.6695
8/1/1991,7288.2,6328.2,57.964,657396.332,161201.0396,63.7967,70.4486,68.6975,81.0537,63.8529,89.0229,43.2194,56.1737,34.9558,98.4816,62.3083,78.4771,72.1722,59.8,78.869,60,0.00692361,126150,117484,6.9,13.9,3446,2752,2460,1292,1168,431838.6491,108308,22493,655.8,4733,17025,10179,6846,85815,22252,5177.5,12870.2,6543,18567,40.1,3.9,40.6,44,1049,120,238,429,262,944,114,217,375,238,52.9,60.1,48.3,39,,116962.5096,35124.42052,482944.7491,803624.5096,1.56,866.8,3354.7,2455.9,320.501,50.602,49837,618.3772,863.7373,546.1292,0.107313513,389.4,463.26,3.142449923,18.43841765,5.66,5.72,5.33,5.39,5.78,7.43,7.9,8.75,9.65,0.06,-0.33,-0.27,0.12,1.77,2.24,3.09,3.99,90.9057,1.5201,136.8164,1.6841,1.1452,121.3,119.9,113.8,99.1,21.688,113.6,41.8,136.6,129.9,124,178.8,126.8,115.9,146.9,136.6,133.7,134.1,69.827,128.207,72.568,60.935,11.79,13.63,11.18,82,2406.6,70901,190444.82,674.5718,15.9327
9/1/1991,7311.1,6345.7,57.995,660207.992,161354.5229,64.3704,71.2567,69.6445,82.273,66.5077,89.5635,43.8811,56.4996,35.4099,98.9717,62.9824,79.6428,71.9104,61.2,79.6139,62,0.007108461,126650,117928,6.9,14,3478,2734,2497,1306,1191,424190.5113,108340,22466,649.2,4728,17010,10161,6849,85874,22226,5177,12855.1,6534,18543,40.2,4,40.6,47.3,1015,104,243,425,243,974,109,213,409,243,54.9,60.7,48.8,45.9,,113918.0119,34221.22446,479636.0329,806654.1509,1.56,869.7,3354.6,2448.6,322.32,51.128,50482,620.5466,864.3752,542.0771,0.105818631,387.2,459.11,3.171487603,18.55200215,5.45,5.57,5.22,5.25,5.57,7.14,7.65,8.61,9.51,0.12,-0.23,-0.2,0.12,1.69,2.2,3.16,4.06,89.1465,1.4803,134.2995,1.7265,1.137,121.5,120.1,114,98.4,21.857,114.7,45.5,137,130,124.1,179.9,127,115.9,147.6,137.1,134.5,134.5,70.067,128.526,72.679,61.203,11.82,13.65,11.22,83,2419.5,67959,188516.02,686.1638,17.029
10/1/1991,7321.5,6333.2,57.768,660874.525,160311.2512,64.2403,70.9238,69.3275,81.9997,66.1909,89.3117,43.5029,56.5797,35.3048,99.593,62.8652,77.8225,70.4553,60.7,79.3497,59,0.006672699,126642,117800,7,14.4,3473,2779,2638,1403,1235,424758.0121,108357,22418,643.1,4698,16999,10141,6858,85939,22195,5170.7,12833.3,6532,18593,40.2,3.9,40.6,44.7,1079,122,232,462,263,991,122,229,384,256,53.1,58,50.2,40.5,,115134.118,34866.86396,476138.4653,807998.4933,1.56,878,3359.6,2448.7,324.084,51.564,51303,620.9537,865.738,537.2687,0.104537153,386.88,457.39,3.167209471,18.86040139,5.21,5.35,4.99,5.04,5.33,6.87,7.53,8.55,9.49,0.14,-0.22,-0.17,0.12,1.66,2.32,3.34,4.28,88.2639,1.4781,130.7723,1.7231,1.1279,121.9,120.5,114,100.8,23.228,114.6,50,137.2,130.1,123.9,180.9,127,116.3,148,137.4,134.6,134.7,70.197,128.758,72.62,61.384,11.85,13.65,11.25,78.3,2445.5,67423,188196.08,701.2983,16.8463
11/1/1991,7336.4,6351.3,58.046,658734.953,161151.2612,64.1795,71.0166,69.3575,82.1379,66.3308,89.4493,43.4881,56.3616,35.3874,98.6193,62.7429,81.7585,70.9194,52.1,79.0711,60,0.006718173,126701,117770,7,14.8,3460,2781,2718,1342,1376,445462.7397,108299,22316,636.2,4640,16961,10101,6860,85983,22177,5165.8,12817.6,6532,18627,40.2,4,40.7,43,1103,121,228,472,282,984,122,221,398,243,49.5,53.5,50.1,42.8,,117154.3778,39413.14501,475084.5214,808670.6645,1.56,887.6,3365,2441.9,326.8,53.053,52945,618.4086,867.1133,535.4977,0.103758516,385.92,454.97,3.168195481,19.1506807,4.81,4.98,4.56,4.61,4.89,6.62,7.42,8.48,9.45,0.17,-0.25,-0.2,0.08,1.81,2.61,3.67,4.64,86.7001,1.4348,129.6321,1.7796,1.1302,122.4,121,114.1,100.7,22.465,113.1,47.6,137.8,131,124.5,181.9,127.6,117,148.5,138,135,135.3,70.348,128.925,72.956,61.464,11.85,13.66,11.26,69.1,2472,66257,186626.81,715.0707,17.6815
12/1/1991,7400.3,6395.5,58.15,650348.852,161016.4448,63.9123,70.4959,68.7044,81.112,65.8087,88.19,43.438,56.3589,35.3623,99.2821,62.6204,77.2301,71.953,50.6,78.784,60,0.006523157,126664,117466,7.3,15.4,3473,2813,2892,1388,1504,455478.9791,108325,22274,632.3,4647,16916,10059,6857,86051,22175,5163.3,12820.8,6529,18641,40.3,4,40.7,39.8,1079,141,246,447,245,1061,113,240,432,276,46.8,49.5,49.4,38.8,,109485.291,31580.39574,472893.6535,813044.6481,1.590993378,897,3371.6,2439.7,330.553,55.545,55353,618.3343,868.1225,534.2604,0.102374231,388.51,458,3.140202311,19.71597445,4.43,4.61,4.07,4.1,4.38,6.19,7.09,8.31,9.26,0.18,-0.36,-0.33,-0.05,1.76,2.66,3.88,4.83,85.5114,1.3855,128.0395,1.8272,1.1467,122.3,120.8,114,98.2,19.517,109.9,48.9,138.2,130.7,125.1,183.1,127.9,117.2,149.2,138.5,135,135.7,70.52,128.317,73.114,61.705,11.88,13.73,11.27,68.2,2502.4,65081,189012.92,726.7024,18.0185
1/1/1992,7441.4,6418,58.996,662946.333,164083,63.5266,69.8194,67.8407,80.2855,62.9264,88.3085,42.6467,56.2782,35.1541,99.3196,62.2332,74.722,71.6721,50.4,78.1322,59,0.006355704,127261,117978,7.3,16.1,3398,2826,3060,1437,1623,439292.7945,108377,22213,628.1,4667,16839,9991,6848,86164,22148,5153.8,12818,6520,18688,40.2,3.9,40.6,40.6,1176,151,291,454,280,1077,127,263,422,265,47.3,49.6,48.7,44.1,,114222.7438,36568.36879,471297,808281,1.56,910.4,3380.3,2444.2,331.412,55.8,55566,613.5871,871.027,533.5962,0.101548396,416.08,493.37,2.941741973,21.63567636,4.03,4.07,3.8,3.87,4.15,6.24,7.03,8.2,9.13,0.04,-0.23,-0.16,0.12,2.21,3,4.17,5.1,85.6063,1.4039,125.4614,1.809,1.1571,122,120.4,113.4,97.2,18.82,104.9,45.4,138.3,130.9,124.6,184.3,127.6,117.4,149.6,138.6,135.1,135.7,70.613,128.529,72.899,61.89,11.87,13.74,11.24,67.5,2537.5,64104,188936.99,735.8681,17.4995
2/1/1992,7482.4,6457.7,59.064,664613.777,164260,63.99,70.4824,68.6494,81.1163,65.6097,88.2937,43.5554,56.5302,35.7952,98.8716,62.7809,76.8177,70.5264,58.7,78.6504,61,0.006452295,127207,117753,7.4,16.7,3277,2953,3182,1478,1704,442522.7751,108314,22142,623.9,4612,16829,9990,6839,86172,22143,5149.2,12818.5,6523,18689,40.3,3.9,40.7,43.9,1250,140,317,497,296,1146,129,311,432,274,52.7,58.3,49.3,44,86445,114535,35981,468468,809588,1.56,925.2,3399,2452.4,333.981,55.206,55128,609.7205,873.3725,533.1583,0.10065858,412.56,490.89,2.976536746,21.91535328,4.06,4.11,3.84,3.93,4.29,6.58,7.34,8.29,9.23,0.05,-0.22,-0.13,0.23,2.52,3.28,4.23,5.17,87.3721,1.4561,127.6989,1.7778,1.1825,122.3,120.8,113.8,98.6,18.995,109.8,45.9,138.6,131,124.5,185.6,127.8,117.6,149.9,138.9,135.5,135.9,70.789,128.768,72.992,62.082,11.89,13.67,11.3,68.8,2585.9,64066,189752.08,743.6799,17.0505
3/1/1992,7495.8,6464.3,59.172,667288.798,163747,64.5493,71.0928,69.2918,81.8929,66.9724,88.8047,44.0693,57.0304,36.2203,100.2473,63.4369,76.2453,70.8538,59.7,79.2913,64,0.006765328,127604,118144,7.4,17.1,3412,2801,3196,1425,1771,430208.7269,108368,22127,622.5,4621,16805,9969,6836,86241,22148,5146.5,12820.6,6523,18715,40.3,4,40.7,43.7,1297,137,328,528,304,1082,123,265,445,249,54.6,63.3,50.3,44.3,90386,120025,39492,466222,812709,1.53,936.7,3402.9,2446.4,337.468,56.266,56175,607.3796,874.6694,532.6864,0.100144082,407.36,484.86,3.024351925,22.06727964,3.98,4.3,4.04,4.18,4.63,6.95,7.54,8.35,9.25,0.32,0.06,0.2,0.65,2.97,3.56,4.37,5.27,89.6101,1.5094,132.8627,1.7238,1.1928,122.4,120.8,113.9,97.1,18.916,111.9,48.1,139.1,131.3,125,186.8,128.2,117.9,150.4,139.3,136.2,136.3,70.962,128.686,73.179,62.267,11.92,13.76,11.32,76,2611,62992,190887.95,749.91,16.2227
4/1/1992,7525.2,6483.2,59.223,671735.687,164759,65.0187,71.6326,69.8204,82.6634,68.2622,89.3415,44.5246,57.4214,36.4592,100.4056,63.7886,79.0695,71.3511,57.8,79.5414,61,0.006479023,127841,118426,7.4,17.4,3296,2821,3130,1380,1750,419498.6463,108527,22132,618.6,4603,16831,9977,6854,86395,22160,5135.6,12839.9,6533,18739,40.6,4.1,40.9,45,1099,123,237,476,263,1054,118,243,425,268,52.6,59.1,47.4,43.2,90535,124470,39905,467127,815477,1.53,943.8,3398.7,2438.1,340.151,50.445,50355,604.4475,881.1658,529.8289,0.098952058,407.41,484.53,3.023980756,22.58218401,3.73,4.04,3.75,3.87,4.3,6.78,7.48,8.33,9.21,0.31,0.02,0.14,0.57,3.05,3.75,4.6,5.48,89.2531,1.5194,133.5395,1.7566,1.1874,122.5,120.9,114.1,98.1,20.243,112.7,51.1,139.4,130.7,125.6,187.9,128.3,118.2,150.9,139.7,136.6,136.6,71.153,128.94,73.208,62.5,11.96,13.77,11.36,77.2,2628.7,64280,190911.8,755.853,16.1885
5/1/1992,7565.5,6519.1,59.529,665891.3,165617,65.2435,72.0264,70.2292,83.1804,70.3602,89.1498,44.8993,57.4687,36.8271,99.9349,64.1613,77.3678,70.7049,61.2,79.8094,63,0.006465517,128119,118375,7.6,17.8,3417,2788,3444,1460,1984,416558.6812,108653,22135,615.6,4605,16835,9979,6856,86518,22144,5124,12837.9,6544,18753,40.4,4.2,40.9,49.5,1214,124,299,501,290,1056,125,258,419,254,55.7,60.9,50,47,92615,125822,40883,468021,815010,1.52,950.6,3397.5,2432,343.243,48.842,48687,602.2745,881.7415,528.9161,0.098123685,414.81,490.72,2.970034474,23.44985675,3.82,3.88,3.63,3.75,4.19,6.69,7.39,8.28,9.13,0.06,-0.19,-0.07,0.37,2.87,3.57,4.46,5.31,88.1551,1.4907,130.771,1.8095,1.1991,122.9,121.4,114.5,100.3,20.94,112.5,55,139.7,131.6,125.9,188.7,128.6,118.4,151.3,140.1,136.9,136.9,71.248,129.188,73.308,62.576,11.97,13.77,11.39,79.2,2652.5,62212,190975.14,765.5866,14.728
6/1/1992,7597.6,6548.7,59.694,672911.007,166098,65.2508,71.7914,69.9574,82.7191,69.3994,88.9096,44.9583,57.7273,36.9273,100.9733,64.3497,74.4597,70.3827,57.6,79.8419,63,0.0062749,128459,118419,7.8,18.2,3518,2809,3758,1608,2150,417980.7451,108721,22097,608.6,4584,16826,9966,6860,86624,22150,5117.5,12846.9,6553,18762,40.3,4.1,40.8,46.6,1145,115,276,462,292,1057,122,242,437,256,53.6,59.8,50.8,43.1,93632,122834,39395,465647,820470,1.52,954.3,3392.3,2421.3,344.452,49.511,49282,601.0359,879.3848,526.5687,0.097104524,408.27,481.96,3.017610895,23.40472653,3.76,3.92,3.66,3.77,4.17,6.48,7.26,8.22,9.05,0.16,-0.1,0.01,0.41,2.72,3.5,4.46,5.29,86.2159,1.425,126.8355,1.8551,1.196,123.4,121.9,115.1,101.6,22.375,113.9,53.9,140.1,132.1,126.4,189.6,129.1,118.5,151.7,140.6,137.2,137.3,71.374,128.907,73.644,62.664,12.01,13.88,11.41,80.4,2666.7,63021,192729.46,774.4407,14.7531
7/1/1992,7590.7,6538.9,59.895,681922.539,167305,65.8249,72.4985,70.7317,83.7612,71.1591,89.6366,45.4155,58.1569,37.3192,100.9998,64.9208,74.8142,70.6513,57.4,80.3466,61,0.006192893,128563,118713,7.7,18.1,3438,2832,3614,1490,2124,443707.7994,108792,22074,606.8,4570,16819,9946,6873,86718,22101,5100,12820.7,6550,18817,40.3,4.1,40.8,45.5,1139,123,270,472,274,1089,129,252,441,267,53.9,59.5,52.5,46.9,93275,122590,38982,461351,825008,1.51,963.3,3392.6,2414.7,347.575,49.827,49542,599.2819,878.6066,527.2506,0.096999522,415.05,487.16,2.973930852,24.07586252,3.25,3.44,3.21,3.28,3.6,5.84,6.84,8.07,8.84,0.19,-0.04,0.03,0.35,2.59,3.59,4.82,5.59,84.2025,1.3347,125.8817,1.9177,1.1924,123.3,121.9,115.2,101.6,21.759,116.4,56.2,140.5,132.7,126.9,190.6,129.3,118.6,152.2,141,137.3,137.6,71.609,129.092,73.808,62.92,12,13.78,11.43,76.6,2687.1,63616,192845.21,785.2526,13.3036
8/1/1992,7619.7,6563.4,60.047,671074.708,167797,65.5068,72.4644,70.7015,83.8358,70.647,89.9714,45.2632,57.5466,37.1821,99.5857,64.6522,75.8176,67.2639,56.8,79.8146,63,0.006437111,128613,118826,7.6,18,3436,2840,3579,1506,2073,402977.8711,108930,22045,602.9,4581,16783,9931,6852,86885,22093,5091.6,12815.1,6564,18883,40.3,4.1,40.8,47.3,1226,111,325,478,312,1075,124,254,425,272,53.4,58.8,50.3,45.8,90941,120411,37515,456633,826136,1.53,973.7,3397.5,2413,351.806,50.158,49908,597.2575,880.222,527.7433,0.096592595,417.93,490.88,2.959036202,24.41662459,3.3,3.38,3.13,3.21,3.47,5.6,6.59,7.95,8.65,0.08,-0.17,-0.09,0.17,2.3,3.29,4.65,5.35,83.4086,1.2966,126.231,1.9434,1.1907,123.4,121.9,115.1,100.7,21.35,119.6,53.7,140.8,132.3,127,191.5,129.6,118.5,152.6,141.3,137.7,138,71.704,129.188,73.948,62.996,12.04,13.84,11.46,76.1,2714.5,63811,195219,796.852,14.4223
9/1/1992,7587.5,6528,60.437,680405.064,169407,65.6482,72.3491,70.5025,83.3914,70.3739,89.4502,45.408,57.9538,37.1373,100.8608,64.6776,75.5326,69.1982,53.9,79.6521,62,0.00633882,128501,118720,7.6,18.1,3428,2882,3504,1393,2111,416137.7045,108966,22020,597.2,4584,16761,9913,6848,86946,22094,5079.6,12818.5,6580,18829,40.2,4,40.7,45.1,1186,125,265,522,274,1114,127,262,447,278,49.7,51.1,51.2,42.3,93406,120711,38806,453470,827501,1.51,988,3409,2416,356.183,51.545,51257,598.3901,882.9506,527.022,0.096708382,418.48,493.56,2.960714968,24.52245568,3.22,3.24,2.91,2.96,3.18,5.38,6.42,7.92,8.62,0.02,-0.31,-0.26,-0.04,2.16,3.2,4.7,5.4,84.1096,1.278,122.5967,1.8465,1.2225,123.7,122.3,115.3,102.8,21.902,117.7,51.6,141.1,132.2,127,192.4,129.9,118.5,152.9,141.5,138.4,138.2,71.823,129.075,73.989,63.158,12.02,13.75,11.46,75.6,2739.3,63449,196172.08,802.0094,14.2585
10/1/1992,7550.6,6490.6,60.64,683158.958,170681,66.1472,73.0069,71.287,84.6364,71.9418,90.5583,45.5509,58.2817,37.6204,100.5401,65.0982,79.3221,72.1057,54.7,79.9829,62,0.006597148,128026,118628,7.3,18.9,3356,2630,3505,1311,2194,377496.4465,109148,22029,598.8,4600,16751,9898,6853,87119,22110,5079.4,12835.7,6589,18828,40.3,4.1,40.8,44.7,1244,129,307,519,289,1132,116,254,485,277,50.3,53.8,48.6,42.4,91483,127392,39461,455872,827915,1.52,1003.7,3422.4,2415.2,359.975,53.137,52994,596.8264,885.7704,524.3484,0.096346839,412.5,483.33,3.002836364,24.12361709,3.1,3.33,2.86,3.04,3.3,5.6,6.59,7.99,8.84,0.23,-0.24,-0.06,0.2,2.5,3.49,4.89,5.74,86.2203,1.3176,121.1652,1.6529,1.2453,124.2,122.8,115.3,102.8,21.688,113.8,46.4,141.7,132.5,128.1,193.5,130.2,119.2,153.7,142.2,138.9,138.7,72.078,129.326,74.046,63.473,12.06,13.85,11.47,73.3,2758,63139,195668.84,808.4826,17.4786
11/1/1992,7559.5,6512.2,60.742,684323.17,171025,66.4346,73.2598,71.5841,84.8515,72.611,90.5752,45.9218,58.6018,37.8638,101.0392,65.38,79.3761,70.9521,58.6,80.1502,66,0.006900157,128441,118876,7.4,17.9,3317,2923,3397,1405,1992,363043.3483,109284,22042,598.3,4606,16758,9904,6854,87242,22110,5076.5,12834.7,6602,18841,40.3,4.2,40.9,47.1,1214,113,267,519,315,1118,134,260,448,276,53.6,58.8,51.3,42.1,93794,122374,37558,451965,829834,1.51,1015.7,3424.9,2410.2,363.722,54.692,54587,596.8808,887.0737,527.2382,0.096569079,422.84,496.09,2.928601835,24.61721038,3.09,3.66,3.13,3.34,3.68,6.04,6.87,8.1,8.96,0.57,0.04,0.25,0.59,2.95,3.78,5.01,5.87,89.9252,1.4291,123.88,1.5268,1.2674,124.1,122.6,115.1,102.5,20.342,109.3,42.1,142.1,132.7,128.7,194.5,130.3,120,154.3,142.7,139.2,139.1,72.223,129.553,74.085,63.641,12.08,13.88,11.49,85.3,2774.3,62461,197541.86,817.3688,14.594
